model,tier,variant,image_path,heading,description,generation_response_time,evaluation_status,evaluation_error,subject_accuracy,visual_details,no_hallucinations,clarity,heading_quality,total_score,evaluation_reason,response_fingerprint
GPT-5.6 Luna,Fast,after,../ImageDataset/night_traffic_blur.jpg,Nighttime Roundabout Light Trails,"A brightly illuminated roundabout at night features long-exposure red and white vehicle light trails, directional road signs marked “U33” and “U37,” and a central sculpture resembling a globe with a yellow map silhouette beside an aircraft-like structure. Grassy verges, streetlights, traffic signs, and surrounding industrial buildings frame the scene.",6.64,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,4b8ad9163ff13fbe2200630faf5da9597ca34d424e68730900fc4bd9d82ead4e
GPT-5.6 Luna,Fast,after,../ImageDataset/distant_road_sign.jpg,Suburban Street Corner,"A quiet residential street intersection features a large white trapezoidal concrete monument, the blank back of a stop sign, wooden utility poles, overhead wires, and lush green trees and palm plants. A dark green car is partially visible in the foreground, with additional vehicles, lawns, driveways, and white mailboxes in the background.",5.04,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,03c4be923d96321d0781b509971f91bd96a8fea8c88c2c7c6d7cbe30a2268c01
GPT-5.6 Luna,Fast,after,../ImageDataset/rain_window_reflection.jpg,Rainy Highway Sign Intersection,"A wet roadway intersection features a red STOP sign with an ALL WAY plaque, multiple directional signs for Interstate 90, New York, Routes 414, 20, and 5, and blue right-arrow panels. Red and maroon cars are turning near metal guardrails, trees, and a gray overcast sky.",4.33,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,f67fac0c4c8ec4c7b260c17e788609a70d730976dfd90569e4857013ea7bf208
GPT-5.6 Luna,Fast,after,../ImageDataset/smoke_ships.jpg,Naval Harbor Under Attack,"Black-and-white aerial photograph of several large naval vessels moored beside parallel piers, with thick white smoke spreading across the lower right. The scene appears to document a historical harbor attack, possibly Pearl Harbor, with dark water, industrial waterfront structures, and clustered ships visible.",5.62,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,163e3aa394cbdbb1a9b475b5994049f2f15ab26ead50cb346bf08bc0f220e92a
GPT-5.6 Luna,Fast,after,../ImageDataset/camouflaged_animal.jpg,Spiny Desert Lizard,"A brown and pinkish, heavily scaled lizard with a long tapering tail rests among tan gravel and rough stones. Its textured body, raised dorsal scales, sturdy legs, and rocky desert surroundings are clearly visible.",5.38,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,001f77558dc23d4b43daec8820ff4e7749285ad4bf53b751cb248518bc8f9b87
GPT-5.6 Luna,Fast,after,../ImageDataset/insect.jpg,Fly Perched on Green Leaf,"A dark-bodied fly with translucent wings clings to the edge of a bright green leaf or plant stem. The insect and leaf are sharply focused against a softly blurred outdoor background with muted pink, brown, and green tones.",4.51,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,5fb83733f31fb27e9d734a92b6e5376fc3abca157705b79e691b6cc35898797f
GPT-5.5,Deep reasoning,before,../ImageDataset/Blurry_city.jpg,Blurred Rainy City Street,"A nighttime urban street scene appears out of focus, with wet asphalt reflecting blue, white, yellow, and red lights from signs, traffic, and storefronts. Tall buildings with illuminated billboards line both sides, and dark vehicle shapes are visible on the road, including a car on the right.",5.12,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,e896382ef6c6cd3ca7bd732986feb8274178a1be245209d1d345899574be162f
GPT-5.5,Deep reasoning,before,../ImageDataset/crowded_market.jpg,Crowded Market Street,"Black-and-white street scene with a crowded likely Middle Eastern market or bazaar, including men and boys wearing robes, headscarves, turbans, and a few suits. Vendors sit and stand among woven baskets, trays, flatbread-like goods, a small wooden cart, and fabric awnings in a narrow, smoky or sunlit alley with no readable text visible.",8.91,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,2112028fbc56e7154eb88869baa5a7fe7689e9e34d5fe1437291a117b4f080ee
GPT-5.5,Deep reasoning,before,../ImageDataset/night_traffic_blur.jpg,Night Roundabout Light Trails,"A nighttime road roundabout is photographed with long-exposure white and red vehicle light trails circling the lanes. The center island contains a yellow globe-like sculpture, with illuminated road signs reading “U33,” “U37,” “A43,” “Appelhülsen 11 km,” “Buldern 6 km,” and “Auf dem Quellberg” visible around the wet-looking asphalt and grassy foreground.",7.6,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,b83e9658622db5327ba55db0827b88cfab32f6c84a3ed8b185b0e950abf11a87
GPT-5.5,Deep reasoning,before,../ImageDataset/insect.jpg,Fly on Green Leaf,"A dark housefly with translucent wings and reddish eyes is perched on the edge of a bright green, partially chewed leaf attached to a pale green stem. The background is heavily blurred with earthy brown and green tones, likely potted plants in an outdoor or garden setting, and no readable text is visible.",7.83,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,f0c10d613b023a522f30ca458c28c0bbd603e40b839ebaf58d6da5b925638356
GPT-5.5,Deep reasoning,before,../ImageDataset/cyclist.jpg,Waterfront Cyclist at Sunset,"A person in a light shirt and gray shorts rides a dark bicycle along a sunlit waterfront promenade or road. The scene is heavily motion-blurred with warm golden tones, long shadows, railings, pedestrians, cars, and umbrella-covered stands in the background.",7.09,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,6102045e04d3e071f23035aa2c1df3540a9cb039b76ab22c5cb16b85ca8ae239
GPT-5.5,Deep reasoning,before,../ImageDataset/rain_window_reflection.jpg,Rainy Route Intersection,"A wet road intersection with reflective pavement, several cars, metal guardrails, and a cluster of highway direction signs on the right. Readable signs include “STOP,” “ALL WAY,” “TO Interstate 90,” “TO 414,” “TO 20,” and “TO 5,” with blue and white route markers and right-pointing arrows under a gray overcast sky.",4.83,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,92658f5957c3cd1f3a98a132db995f5d8e6dc74ba8835481d41ae19c56e4f19c
GPT-5.5,Deep reasoning,before,../ImageDataset/distant_road_sign.jpg,White Roadside Monument,"A tall white concrete or stucco trapezoid-shaped structure stands in a grassy roadside area at a residential intersection. Surrounding details include palm trees, dense green trees, a utility pole with overhead wires, a blank stop sign back, mailboxes, parked cars, and light gray pavement with no readable text visible.",7.53,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,ff49aa69d0d37c7768c7485ae5ef8f0163f3e29c60251032610a619d63580142
GPT-5.5,Deep reasoning,before,../ImageDataset/camouflaged_animal.jpg,Desert Spiny Lizard,"A small lizard with rough, spiny-looking scales and mottled tan, pinkish brown, gray, and white coloring rests on sandy, rocky ground. Its long tapering tail, triangular head, and camouflaged body blend with beige soil, quartz-like pebbles, and scattered dark stones in a dry desert setting.",8.14,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,8da3b0a79e9a4cc9867ca9d3e4b5d2755c9a54f1d875fc0fdca164c3392d302b
GPT-5.5,Deep reasoning,before,../ImageDataset/smoke_ships.jpg,Harbor Air Raid,"Black-and-white aerial photograph of a naval harbor with long ships moored beside rectangular piers and docks. Thick white and dark smoke rises over the water and vessels, suggesting explosions or fire in a wartime port scene; no readable text is visible.",5.8,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,cf076fde390a7afece3648c0cee64f860a893564d574d3a0d70970ba2c907ccc
GPT-5.5,Deep reasoning,before,../ImageDataset/dark_light_man.jpg,Curly-Haired Bedroom Silhouette,"A person with dark curly hair stands in side profile near an unmade bed, wearing light-colored pants and appearing topless, with the face obscured by shadow and hair. The monochrome scene has strong contrast, a textured dark wall, a wooden headboard, rumpled bedding, and no readable text.",7.01,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,d7fe24cc4e0a12a2a2a330e4a951ce409ee9c5442a42061042af1e5354ae5a67
GPT-5.5,Deep reasoning,after,../ImageDataset/Blurry_city.jpg,Blurred Rainy City Street,"A wet urban street at night is blurred with bright blue, white, and red lights reflecting on the pavement. Tall buildings, illuminated signs, cars, and a yellow street divider line create a likely downtown scene with no clearly readable text.",4.54,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,2f24cdfc70ee20fcd3e418d37f1fe66baf3fd24e3bfc27c7071625a231617259
GPT-5.5,Deep reasoning,after,../ImageDataset/night_traffic_blur.jpg,Night Roundabout Light Trails,"A nighttime long-exposure view of a road roundabout with white and red vehicle light trails circling a grassy central island. The scene includes reflective traffic signs, blue direction signs reading “U33” and “U37,” a yellow sign with “Adelholzen,” and a large globe-like sculpture near buildings under streetlights.",7.7,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,940eb6a8f491bf32809885c244f569ab3d036557ea0cdcacbc59d8f7397ec7f2
GPT-5.5,Deep reasoning,after,../ImageDataset/cyclist.jpg,Sunlit Waterfront Cyclist,"A person in a light shirt and shorts rides a bicycle along a wide paved waterfront promenade, with strong golden sunlight and motion blur. Blurred pedestrians, umbrellas, railings, and distant parked cars or small structures appear in the background, creating an outdoor seaside or riverside public walkway scene.",8.93,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,365924f72d6927f10723132f2f75fa9e2135c08f608f4ac90d0242784cf2f740
GPT-5.5,Deep reasoning,after,../ImageDataset/dark_light_man.jpg,Shirtless Curly-Haired Person,"A shirtless person with dark curly hair stands in profile beside an unmade bed, wearing low-rise pants and looking downward. The high-contrast black-and-white scene includes a textured wall, wooden headboard, rumpled bedding, and strong side lighting that creates a silhouetted outline.",6.29,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,e2b31984518ef933b682a557e68ee36054a474c6440ebe9342331d4bb73571dd
GPT-5.5,Deep reasoning,after,../ImageDataset/crowded_market.jpg,Historic Market Crowd,"Black-and-white scene of a crowded likely Middle Eastern marketplace with men and boys wearing robes, headscarves, and caps among baskets, trays, and low vendor tables. Fabric awnings and wooden storefronts frame the narrow street, with bright overhead light and no readable text visible.",6.42,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,3fa27afbc3023d0701f2859ad72075697d372e8a3cf005b431377f2c33cbb991
GPT-5.5,Deep reasoning,after,../ImageDataset/insect.jpg,Fly on Green Stem,"A dark housefly with translucent wings is perched on the edge of a bright green plant stem or leaf with a bitten, uneven tip. The close-up has a shallow blurred garden background with muted brown, green, and pale tones.",6.42,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,34b2b66f7c60dfcadf2e1df0abb3c80d0a5bec13c207abd3da718306265c07ea
GPT-5.5,Deep reasoning,after,../ImageDataset/rain_window_reflection.jpg,Rainy Road Junction,"A wet road intersection has reflective pavement, guardrails, cars, and a cluster of traffic signs under a gray sky. Readable signs include a red “STOP” with “ALL WAY,” blue direction signs “TO” Interstate “90” and a New York route marker, plus white route signs for “414,” “20,” and “5” with right arrows.",5.79,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,699db4996ddb7dabc7319af580e5dcc90f141da7cf9d4b1bc9074ddf79d1b2c0
GPT-5.5,Deep reasoning,after,../ImageDataset/distant_road_sign.jpg,Roadside Concrete Monument,"A tall, white, tapered concrete monument stands in a grassy roadside area surrounded by palm trees, pine trees, and dense green vegetation. A stop sign seen from the back, a utility pole, parked cars, and a quiet paved intersection provide suburban context; no readable text is visible.",8.28,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,f2fe954dd1a2f77075ea812c72e935553c83a82223b9cb765386b99c90953f75
GPT-5.5,Deep reasoning,after,../ImageDataset/smoke_ships.jpg,Harbor Attack Aerial Photo,"Black-and-white overhead aerial photograph of a naval harbor with long piers, moored ships, and dense smoke or explosion clouds rising over the water. The scene appears to show a wartime attack on docked vessels, with high-contrast grainy film texture and no readable text visible.",5.62,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,b7799fff159c279241d5951a31c704860e2ad0ead33e62a1a7d5ceb873b0e592
GPT-5.5,Deep reasoning,after,../ImageDataset/camouflaged_animal.jpg,Desert Lizard on Gravel,"A small brown and tan lizard with rough, spiny scales and a long tapering tail rests on sandy desert ground. It is surrounded by beige dirt, quartz-like pebbles, and angular rocks in brown, gray, and reddish tones, with no readable text present.",9.01,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,795e1dcee77126c392b4ecb08a9cb2cf7121814c65df4e1a024b46db6df4b01d
GPT-5.4 Mini,Fast,before,../ImageDataset/Blurry_city.jpg,Rainy Neon City Street,"A blurred nighttime urban street scene with wet pavement reflecting blue, white, and orange neon lights. Tall buildings, illuminated billboards, and a few vehicle lights appear along the road, with a large vertical sign on the right and indistinct storefront signage in the distance.",4.14,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,27f1aab59f30076158b75f86401cd2318dc815536d46b6199460d65beaecc59d
GPT-5.4 Mini,Fast,before,../ImageDataset/crowded_market.jpg,Indoor Market Crowd,"A crowded indoor market or food stall scene in black and white, with several men and boys wearing long robes and headscarves or caps. A small metal serving cart or table stands near the center, and flat round breads or similar food are stacked in the foreground; bright overhead light beams through a tarp or canopy above, with no readable text visible.",5.48,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,4ea469e225cbfa316c44292d0138b6984797329711cf6a681556f059ec8890ff
GPT-5.4 Mini,Fast,before,../ImageDataset/dark_light_man.jpg,Backlit Portrait in Bedroom,"A silhouetted side-profile of a person with curly dark hair stands beside a bed, wearing light-colored sweatpants and no visible shirt. The scene is monochrome or sepia-toned, with a wooden headboard, wrinkled bedding, and a plain wall lit from the left, creating strong contrast and shadow.",4.3,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,0a972f2a27c7c9494d3b460c9e0f4e38f777eb50b8dcb7bfd67168d048708a01
GPT-5.4 Mini,Fast,before,../ImageDataset/insect.jpg,Fly on green leaf,"A black housefly or similar fly is perched on the edge of a bright green leaf or plant stem, with translucent wings folded along its back and long legs visible against the stem. The background is heavily blurred with muted beige, green, and brown tones, and no readable text is present.",5.45,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,fe76bdf42de8edbdc4f0fb323e556704bdb77d36a67eecdda0d01389132376a6
GPT-5.4 Mini,Fast,before,../ImageDataset/night_traffic_blur.jpg,Night Roundabout Lights,"A nighttime roadway roundabout with long-exposure light trails from passing vehicles, surrounded by grass medians and multiple directional traffic signs. At the center is a large yellow globe sculpture on a stone base, with illuminated industrial-looking buildings and streetlights in the background; readable signs include “U33,” “U37,” and place names such as “Appelhäuser” and “Rütten.”",5.03,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,da36bc1e10d7753e021d1a1cacc84b7fd83ed233c1e3d0acc81fcaf2778cbf48
GPT-5.4 Mini,Fast,before,../ImageDataset/distant_road_sign.jpg,Residential Street Corner,"A quiet suburban intersection with a curved paved road, grassy verges, and dense green trees and palms. A white octagonal stop sign, a tall utility pole with overhead wire, a white concrete marker or pedestal, and the rear of a dark parked car are visible near the roadside.",5.62,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,4745f12647f26dfa69d53bc2cf46cecba799e51b8ffb66042830c595d88ec2f4
GPT-5.4 Mini,Fast,before,../ImageDataset/cyclist.jpg,Cyclist on waterfront path,"A person in a light shirt and jeans rides a black bicycle along a sunlit paved waterfront promenade. The scene has strong motion blur and warm golden lighting, with tents or umbrellas, people, railings, and water in the background.",5.24,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,ec0336d8075d457b3f73d08d354825c399b1f6321a8b96c5f1caf24a160a33c0
GPT-5.4 Mini,Fast,before,../ImageDataset/rain_window_reflection.jpg,Wet Highway Intersection,"A rainy road intersection features a red STOP sign with an “ALL WAY” plaque and several stacked route signs on metal posts, including “TO 90,” “TO 414,” “TO 20,” and “TO 5,” plus blue directional arrows. Wet pavement reflects headlights from a white SUV and a red sedan, with guardrails, a streetlight, and tree-lined roadside visible under an overcast sky.",3.52,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,43718d0a8018435a46f63a66139a42e2f4f95910095a4e90b00745206c3525b5
GPT-5.4 Mini,Fast,before,../ImageDataset/camouflaged_animal.jpg,Desert lizard on rocks,"A small tan and brown spiny lizard with a long thin tail lies on a dry, rocky sandy surface. Its mottled scales, pointed head, and camouflaged body blend with the beige and gray pebbles and stones; no readable text is visible.",5.92,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,a94ba54864cc364fe96d8a51740b00ed413fce953026c724dbb7303bce086ebd
GPT-5.4 Mini,Fast,before,../ImageDataset/smoke_ships.jpg,Docked Warships Aerial View,"Black-and-white aerial or elevated view of several large naval ships moored side by side along a pier or quay, with long hulls and superstructures aligned vertically in frame. Thick smoke or steam is rising around the center and right-side vessels, and no readable text is visible.",3.56,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,46e8adb53a51fd5492b3a9a8b91082bf117f2803a5f6837265c781b92d967745
GPT-5.4 Mini,Fast,after,../ImageDataset/Blurry_city.jpg,Rainy city street,"Blurred nighttime urban street scene with wet pavement reflecting blue, orange, and white lights from storefronts and billboards. Tall buildings line both sides, with a parked dark vehicle on the right and bright illuminated signs, including a large vertical sign with red lettering, suggesting a busy commercial district.",3.0,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,f80dd59bc575e0b6ec1dffab7ec5fefca95b26ac7780c003bfbe82f56d58660e
GPT-5.4 Mini,Fast,after,../ImageDataset/dark_light_man.jpg,Side profile on bed,"A black-and-white portrait shows a shirtless person with curly dark hair standing in side profile beside a bed, with their head tilted downward. The scene includes a wooden headboard, wrinkled bedding, and a plain textured wall, with no readable text visible.",5.44,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,ae9fccc7664e401f055e3274059ce90103d85f1923c87fbc8eac5138b88a95fe
GPT-5.4 Mini,Fast,after,../ImageDataset/night_traffic_blur.jpg,Nighttime roundabout lights,"A nighttime road roundabout is lit by streetlights and captured with long-exposure vehicle light trails in white, red, and yellow. In the center is a large yellow globe sculpture on a stone base, with multiple blue and yellow directional traffic signs nearby, including readable route labels such as “U33” and “U37.”",4.72,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,fe9f8ba06bb490dd605b40e84e24cf34c414c8ea0c8d86a3f84187287fce5015
GPT-5.4 Mini,Fast,after,../ImageDataset/cyclist.jpg,Cyclist on sunlit road,"A person rides a black bicycle on a wide paved road in bright golden light, with a strong shadow cast on the asphalt. The rider wears a light-colored shirt and dark pants, and the blurred background includes tents, umbrellas, and several people near a waterfront or open public area.",5.3,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,78d9c4a78eba7918053367e8cb246742c9ca295ddd5fa500c4796f4f807c6c46
GPT-5.4 Mini,Fast,after,../ImageDataset/insect.jpg,Fly on green stem,"A small dark fly with translucent wings is perched on the edge of a pale green plant stem or leaf, likely outdoors. The stem has a rough, slightly torn tip and visible specks on its surface, while the background is heavily blurred with soft brown, green, and pink tones and no readable text.",4.51,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,65f02198b9a0d5d2ad574f9d139ac68e82cf6e0aec5f3919b3cb90f79467c12d
GPT-5.4 Mini,Fast,after,../ImageDataset/rain_window_reflection.jpg,Wet Highway Intersection Signs,"A rainy roadway intersection features multiple traffic signs on metal poles, including a red STOP sign with an “ALL WAY” plaque and route markers reading “TO 90,” “TO 414,” “TO 20,” and “TO 5,” with blue directional arrows. Several cars are turning on the wet pavement beside a guardrail, under an overcast sky.",3.95,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,4d7757e159688791689738f7c33502b2b6c75f17d40f586607c48b72370780ac
GPT-5.4 Mini,Fast,after,../ImageDataset/crowded_market.jpg,Street market crowd,"A black-and-white scene of a crowded street market or café area with many people in long robes, headscarves, and keffiyeh-style head coverings standing and sitting around low tables and mats. In the center foreground is a small metal cart or tray stand with stacked dishes, while bright light filters through overhead awnings and hanging fabric, and no readable text is visible.",5.09,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,0748482c02dc9b7741c611c66ae1262faf064e8738aa170e9119f8635b77c42d
GPT-5.4 Mini,Fast,after,../ImageDataset/distant_road_sign.jpg,Suburban Street Corner,"A quiet residential street corner with a paved road, grassy verge, and roadside stop sign is surrounded by dense green trees and several palm trees. A white cone-shaped concrete or stucco structure stands near the center, with utility poles and parked cars visible along the edges; no readable text appears in the image.",5.43,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,838796c6dc4b862e8799302ee3c49d8f24e30ad70e33b4764fec99c78a63173c
GPT-5.4 Mini,Fast,after,../ImageDataset/camouflaged_animal.jpg,Desert lizard on rocks,"A small brown-gray lizard with a scaly body, triangular head, and long thin tail lies on sandy ground covered with mixed pebbles and rocks. Its mottled tan and pinkish coloring blends with the rocky desert-like terrain; no readable text is visible.",6.89,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,5130cba6629b3dd12355c4f4635ed4ca01620778abd32dfe81bfdff76f7c7b57
GPT-5.4 Mini,Fast,after,../ImageDataset/smoke_ships.jpg,Docked Ships Burning,"Black-and-white aerial or overhead photograph of several long, narrow ships moored alongside piers or docks at night. Heavy smoke and bright flames rise from the central-right vessels, with dark water surrounding the port structures and no readable text visible.",3.11,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,ca8dfb78770994469df5746894b221c579ba5b3af29448d5646d96916ad3dd95
Claude Sonnet 5,Balanced,before,../ImageDataset/Blurry_city.jpg,Blurred City Street at Night,"An out-of-focus nighttime cityscape depicts a wet street reflecting colorful lights from illuminated billboards and neon signage on tall buildings. Blurred vehicles, including a light-colored car, are visible on the reflective asphalt, with glowing streetlights and bokeh effects from distant signs creating a vibrant urban atmosphere, possibly resembling a busy district like Times Square.",7.09,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,972c361116934ae05d69d2ee520850c45a7d0498a1bdd0aff1545ffa3a1e93f0
Claude Sonnet 5,Balanced,before,../ImageDataset/dark_light_man.jpg,Silhouetted Figure with Curly Hair,"A dimly lit, low-key photograph shows a person's side profile with voluminous curly hair obscuring their face, standing beside a wooden bed frame with rumpled sheets. The image has a grainy, high-contrast black-and-white or sepia-toned aesthetic, emphasizing shadow and form over detail, with the subject wearing low-slung sweatpants with a striped waistband.",9.37,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,3bbf77cb91793d9d848c772e5b89ea9f8f7093cc99995dd0149b7eea2d8e36df
Claude Sonnet 5,Balanced,before,../ImageDataset/crowded_market.jpg,Vintage Middle Eastern Market Crowd,"A black-and-white archival photograph depicts a crowded, covered marketplace, likely in the Middle East, with beams of sunlight filtering through gaps in a woven canopy overhead. A diverse group of men, some in traditional keffiyeh headscarves and robes, others in Western-style suits and fezzes, gather around a small vendor's cart holding trays of bread and food items; a man seated in the foreground displays flatbread on a mat. The hazy, dust-filled atmosphere and mix of clothing styles suggest a historic urban bazaar scene, possibly from the early to mid-20th century.",11.65,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,49ec9409f0011a984944180914e45a309a8043762ce32e3fa519ce99e3382ab1
Claude Sonnet 5,Balanced,before,../ImageDataset/distant_road_sign.jpg,Suburban Street Intersection with Stop Sign,"A quiet suburban intersection featuring a backward-facing octagonal stop sign on a metal pole, a dark green sedan parked on grass in the foreground, and a tall white triangular concrete structure, possibly a survey marker or decorative pillar, standing amid dense trees and palm foliage. A wooden utility pole with overhead lines rises near the tree line, and houses with parked vehicles are partially visible in the background under an overcast sky.",9.7,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,8a107550de55f64ec5720a8367d41d505e0b9636955525f6e58fc99e601b78ca
Claude Sonnet 5,Balanced,before,../ImageDataset/rain_window_reflection.jpg,"Rainy Highway Intersection, New York","A wet, gray roadway intersection with multiple directional signs indicating routes to Interstate 90, the New York Thruway, Route 414, US 20, and Route 5, alongside a red ""STOP - ALL WAY"" sign. A red sedan and a maroon sedan are visible near the intersection, with an SUV approaching from the opposite direction on the rain-slicked road, surrounded by green trees and grassy roadside areas under an overcast sky.",7.12,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,b0c67bb3db7f0059d569a945ba18f9e03998e804aca5ff150b67af75cbf91192
Claude Sonnet 5,Balanced,before,../ImageDataset/cyclist.jpg,Cyclist Riding Along Sunny Promenade,"A person wearing a light-colored short-sleeved shirt and shorts rides a bicycle away from the camera along a paved road or boardwalk, casting a long shadow in warm, golden sunlight. The blurred background shows pedestrians, a beach umbrella, a vendor cart, and parked cars, suggesting a seaside or waterfront promenade during a bright, possibly sunset, hour. The image has a sepia-toned, motion-blurred quality emphasizing speed and a sunny outdoor atmosphere.",10.41,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,9f795fdbd3b213e12fd3ecd6208322cfe8fa1b8d25abae5756217fb319694e63
Claude Sonnet 5,Balanced,before,../ImageDataset/insect.jpg,Fly Resting on Green Leaf,"A close-up macro shot of a housefly, likely a blowfly or similar species, perched on the edge of a small partially damaged green leaf. The fly has a dark iridescent body, transparent wings, and visible bristled legs, resting near the leaf's torn tip with the leaf's stem extending downward. The blurred background suggests an outdoor garden setting with a terracotta-colored pot and greenery.",9.53,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,e6ecb4796c40e5ef3e978f4f323ee856a27f1026a270bc8dadc81e27bf25e646
Claude Sonnet 5,Balanced,before,../ImageDataset/night_traffic_blur.jpg,Roundabout with Globe Sculpture at Night,"A long-exposure night photograph of a roundabout intersection featuring a large yellow globe sculpture with a stylized Africa continent design as its central landmark, mounted on a stone base. Streaks of red, white, and yellow light trails from passing vehicles curve around the traffic circle, with directional road signs visible on the right (indicating routes U35, U37, and destinations ""Appelhülsen 11 km"" and ""Buldern 6 km"") and ""Auf dem Quellberg"" on the left. In the background, industrial buildings, a chimney, and a modern angular structure with a distinctive roof are silhouetted against the dark sky, with green grass and roadway markings in the foreground.",11.29,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,b116219029b4605ba88e8f28571f365a2a9b056f00ad07753deac59fd019fae9
Claude Sonnet 5,Balanced,before,../ImageDataset/camouflaged_animal.jpg,Camouflaged Desert Lizard on Gravel,"A small, sand-colored lizard, possibly an agamid or spiny-tailed lizard species, rests motionless on rocky, pebble-strewn desert ground. Its mottled brown, tan, and gray scaled skin closely matches the surrounding gravel and dirt, providing effective camouflage, while its long thin tail extends diagonally across the frame. The lizard's textured skin, yellow eye, and clawed feet are visible against the arid, sunlit terrain.",11.96,error,403 Client Error: Forbidden for url: https://openrouter.ai/api/v1/chat/completions,,,,,,,,ca36619c18b7e504c9981893316833e5fbb0fc4c364fcc933b09491d283e177e
